Acolyte; Medium humanoid (any race); any alignment; 10; ; 9; 2d8; 30 ft.; 10; 10; 10; 10; 14; 11; ; Medicine +4, Religion +2; ; ; ; passive Perception 10; any one language (usually Common); 1/4; 50; ; Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target.<br>Hit: 2 (1d4) bludgeoning damage.; ; Spellcasting.The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with <br>spell attacks). The acolyte has following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (3 slots): bless, cure wounds, sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rezmir; Medium  humanoid  (half-black dragon); neutral evil; 13; 15 with Black Dragon Mask; 90; 12d8+36; 30 ft.; 18; 16; 16; 15; 12; 14; Dex +6,  Wis +4; Arcana +5,  Stealth +9; ; acid; charmed,  frightened; blindsight 10 ft., darkvision  120 ft.,  passive  Perception  11; Common,  Draconic,  Infernal,  Giant,  Netherese; 7; 2,900; ; Greatsword (Hazirawn).  Melee  Weapon Attack:+9 to  hit,  reach 5  ft.,  one target.  <br>Hit: 13  (2d6 +  6)  slashing damage  plus  7  (2d6) necrotic damage. <br>If the target  is  a creature,  it can't regain  hit points for  1  minute. The target can  make a  DC  15  Constitution saving throw at the end of each  of its turns,  ending this effect <br>early on  a success.<br>Caustic Bolt.  Ranged Spell Attack:+8 to hit,  range 90 ft.,  one target.  Hit: 18  (4d8)  acid  damage.<br>Acid Breath  (Recharge 5-6 ). Rezmir breathes  acid  in  a  30-foot line that is  5 feet wide.  Each  creature  in the  line  must make a DC  14  Dexterity saving throw, taking 22  (5d8)  acid damage on a failed  save,  or half as  much  damage on  a successful  one.; If she  is wearing the  Black  Dragon  Mask, Rezmir can take  up to two  legendary actions  between  each  of her turns, taking the actions all  at once or spreading them  over the  round. A <br>legendary action  can  be taken  only at the start or end of a turn. <br>Rezmir has the following legendary action  options,  some of which expend  more than  one action when taken:<br>2 Actions. A  15-foot radius  of magical  darkness  extends from <br>a  point  Rezmir can  see within  60 feet of her and  spreads around  corners. The darkness  lasts as  long as  Rezmir maintains  concentration,  up to  1  minute. A creature with <br>darkvision  can't see through this darkness,  and  no  natural light can  illuminate  it.  If any of the area overlaps with  an area  of light created  by a  spell  of 2nd  level  or lower, the spell creating the light is  dispelled. <br>1 Action.  Rezmir makes  one  melee attack. <br>1  Action.  Rezmir takes the  Hide action.; Special Equipment. Rezmir has the  Black  Dragon  Mask,Hazirawn, and  an  insignia  of claws (see appendix C for all items).<br>Amphibious. Rezmir can  breathe air and water.<br>Dark Advantage. Once  per turn,  Rezmir can  deal  an  extra  10 (3d6)  damage when  she  hits with  a weapon attack,  provided Rezmir has  advantage on the attack roll.<br>Draconic Majesty.While wearing  no armor and wearing the Black  Dragon  Mask, Rezmir adds  her Charisma  bonus to  her AC (included).<br>Immolation.When  Rezmir is  reduced to 0 hit points,  her body disintegrates  into a  pile of ash.<br>Legendary  Resistance  (1/Day). If Rezmir fails  a  saving throw while wearing the Black  Dragon  Mask, she can choose to succeed  instead.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roper; Large monstrosity; neutral evil; 20; natural armor; 93; 11d10+33; 10 ft., climb 10 ft.; 18; 8; 17; 7; 16; 6; ; Perception +6, Stealth +5; ; ; ; darkvision 60 ft., passive Perception 16; ; 5; 1,800; ; Multiattack.The roper makes four attacks with its tendrils, uses Reel, and makes one attack with its bite.<br>Bite. Melee Weapon Attack: +7 to hit, reach 5 ft., one target. <br>Hit: 22 (4d8 + 4) piercing damage.<br>Tendril. Melee Weapon Attack: +7 to hit, reach 50 ft., one creature. <br>Hit:The target is grappled (escape DC 15). Until the grapple ends, the target is restrained and has disadvantage on Strength checks and Strength saving throws, and the roper can't use the same tendril on another target.Reel.The roper pulls each creature grappled by it up to 25 feet straight toward it.; ; False Appearance.While the roper remains motionless, it is indistinguishable from a normal cave formation, such as a stalagmite.<br>Grasping Tendrils. The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20, 10 hit points, immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper, which can extrude a replacement tendril on its next turn. A tendril can also be broken if a <br>creature takes an action and succeeds on a DC 15 Strength check against it.<br>Spider Climb. The roper can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rug of Smothering; Large construct; unaligned; 12; ; 33; 6d10; 10 ft.; 17; 14; 10; 1; 3; 1; ; ; ; poison, psychic; blinded, charmed, deafened, frightened,  paralyzed, petrified, poisoned; blindsight 60 ft. (blind beyond this radius), passive Perception 6; ; 2; 450; ; Smother. Melee Weapon Attack: +5 to hit, reach 5 ft., one Medium or smaller creature. <br>Hit:The creature is grappled (escape DC 13). Until this grapple ends, the target is restrained blinded, and at risk of suffocating, and the rug can't smother another target. In addition, at the start of each of the target's turns, the target takes 10 (2d6 + 3) bludgeoning damage.<br>; ; Antimagic Susceptibility.The rug is incapacitated while in the area of an antimagic field.If targeted by dispel magic, the rug must succeed on a Constitution saving throw against the caster's spell save DC or fall unconscious for 1 minute.<br>Damage Transfer.While it is grappling a creature, the rug takes only half the damage dealt to it, and the creature grappled by the rug takes the other half.<br>False Appearance.While the rug remains motionless, it is indistinguishable from a normal rug.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scout; Medium humanoid (any race); any alignment; 13; leather armor; 16; 3d8+3; 30 ft.; 11; 14; 12; 11; 13; 11; ; Nature +4, Perception +5, Stealth +6, Survival +5; ; ; ; passive Perception 15; any one language (usually Common; 1/2; 100; ; Multiattack. The scout makes two melee attacks or two ranged attacks.<br>Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target.<br> Hit:5 (1d6 + 2) piercing damage.<br>Longbow. Ranged Weapon Attack: +4 to hit, ranged 150/600 ft., one target. <br>Hit: 6 (1d8 + 2) piercing damage.<br>; ; Keen Hearing and Sight.The scout has advantage on Wisdom (Perception) checks that rely on hearing or sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shambling Mound; Large plant; unaligned; 15; natural armor; 136; 16d10+48; 20 ft., swim 20 ft.; 18; 8; 16; 5; 10; 5; ; Stealth +2; cold, fire; lightning; blinded, deafened, exhaustion; blindsight 60 ft. (blind beyond this radius), passive Perception 10; ; 5; 1,800; ; Multiattack.The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is grappled (escape DC 14), and the shambling mound uses its Engulf on it.<br>Slam. Melee Weapon Attack:+7 to hit, reach 5 ft., one target. <br>Hit:13 (2d8 + 4) bludgeoning damage.<br>Engulf. The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded, restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time.<br>; ; Lightning Absorption. Whenever the shambling mound is subjected to lightning damage, it takes no damage and regains a number of hit points equal to the lightning damage dealt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeleton; Medium undead; lawful evil; 13; armor scraps; 13; 2d8+4; 30 ft.; 10; 14; 15; 6; 8; 5; ; ; ; poison; exhaustion, poisoned; darkvision 60 ft., passive Perception 9; understands all languages it knew in life but can't speak; 1/4; 50; ; Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.<br><br>Shortbow. Ranged Weapon Attack: +4 to hit, range 80/320 ft ., one target. Hit: 5 (1d6 + 2) piercing damage.; ; Damage Vulnerabilities: bludgeoning<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectator; Medium aberration; lawful neutral; 14; natural armor; 39; ; fly 30 ft. (hover); 8; 14; 14; 13; 14; 11; ; Perception +6; ; ; Prone; darkvision 120 ft., passive Perception 16; Deep Speech, Undercommon, telepathy, 120 ft.; 3; 700; ; Bite. Melee Weapon Attack: +1 to hit, reach 5 ft., one target. Hit: 2 (1d6- 1) piercing damage. <br><br>Eye Rays. The spectator shoots up to two of the following magical eye rays at one or two creatures it can see within 90 feet of it. It can use each ray only once on a turn.<br><br>1. Confusion Ray. The target must succeed on a DC 13 Wisdom saving throw, or it can't take reactions until the end of its next turn. On its turn, the target can't move, and it uses its action to make a melee or ranged attack agaiAst a randomly determined creature within range. If the target can't attack, it does nothing on its turn.<br><br>2. Paralyzing Ray. The target must succeed on a DC 13 Constitution saving throw or be paralyzed for 1 minute. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success. <br><br>3. Fear Ray. The target must succeed on a DC 13 Wisdom saving throw or be frightened for 1 minute. The target can repeat the saving throw at the end of each of its turns, with disadvantage if the spectator is visible to the target, ending the effect on itself on a success.<br><br>4. Wounding Ray. The target must make a DC 13 Constitution saving throw, taking 16 (3d10) necrotic damage on a failed save, or half as much damage on a successful one. <br><br>Create Food and Water. The spectator magically creates enough food and water to sustain itself for 24 hours.<br><br>Spell Reflection. If the spectator makes a successful saving throw against a spell, or a spell attack misses it, the spectator can choose another creature (including the spellcaster) it can see within 30 feet of it. The spell targets the chosen creature instead of the spectator. If the spell forced a saving throw, the chosen creature makes its own save. If the spell was an attack, the attack roll is rerolled against the chosen creature. ; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specter; Medium undead; chaotic evil; 12; ; 22; 5d8; 0 ft., fly 50 ft. (hover); 1; 14; 11; 10; 10; 11; ; ; acid, cold, fire, lightning, thunder,  bludgeoning, piercing, and slashing from nonmagical  weapons Damage Im; necrotic, poison; charmed, exhaustion, grappled,  paralyzed, petrified, poisoned, prone, restrained,  unconscious; darkvision 60 ft., passive Perception 10; understands all languages it knew in life but can't  speak; 1; 200; ; Life Drain. Melee Spell Attack: +4 to hit, reach 5 ft., one creature. <br>Hit:10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.<br>; ; Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.<br>Sunlight Sensitivity.While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specter; Medium undead; chaotic evil; 12; ; 22; 5d8; 0 ft., fly 50 ft. (hover); 1; 14; 11; 10; 10; 11; ; ; acid, cold, fire, lightning, thunder, bludgeoning, piercing and slashing from nonmagical weapons; necrotic, poison; charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconcious; darkvision 60 ft., passive Perception 10; can't speak; 1; 200; ; Life Drain. Melee Spell Attack: +4 to hit, reach 5 ft. , one creature. Hit: 10 (3d6) necrotic damage. The target must succeed on a DC 10 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the creature finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.; ; Incorporeal Movement. The specter can move through other creatures and objects as if they were difficult terrain. It takes 5 (1d10) force damage if it ends its turn inside an object.<br>Sunlight Sensitivity. While in sunlight, the specter has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spy; Medium humanoid (any race); any alignment; 12; ; 27; 6d8; 30 ft.; 10; 15; 10; 12; 14; 16; ; Deception +5, Insight +4, Investigation +5, Perception +6,  Persuasion +5, Sleight of Hand +4, Stealth +4; ; ; ; passive Perception 16; any two languages; 1; 200; ; Multiattack.The spy makes two melee attacks.<br>Shortsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target.<br>Hit:5 (1d6 + 2) piercing damage.<br>Hand Crossbow. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>; ; Cunning Action.On each of its turns, the spy can use a bonus action to take the Dash, Disengage, or Hide action.<br>Sneak Attack (1/Turn).The spy deals an extra 7 (2d6) damage when it hits a target with a weapon attack and has advantage on the attack roll, or when the target is within 5 feet of an ally of the spy that isn't incapacitated and the spy doesn't have disadvantage on the attack roll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stirge; Tiny beast; unaligned; 14; natural armor; 2; 1d4; 10 ft., fly 40 ft.; 4; 16; 11; 2; 8; 6; ; ; ; ; ; darkvision 60 ft., passive Perception 9; ; 1/8; 25; ; Blood Drain. Melee Weapon Attack:+5 to hit, reach 5 ft., one creature. <br>Hit:5 (1d4 + 3) piercing damage, and the stirge attaches to the target. While attached, the stirge doesn't attack. Instead, at the start of each of the stirge's turns, the target loses 5 (1d4 + 3) hit points due to blood loss.The stirge can detach itself by spending 5 feet of its movement. It does so after it drains 10 hit points of blood from the target or the target dies. A creature, including the target, can use its action to detach the stirge.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Giant; Huge giant; neutral; 17; natural armor; 126; 11d12+55; 40 ft.; 23; 15; 20; 10; 12; 9; Dex +5, Con +8, Wis +4; Athletics +12, Perception +4; ; ; ; darkvision 60 ft., passive Perception 14; Giant; 7; 2,900; ; Multiattack.The giant makes two greatclub attacks.<br>Greatclub. Melee Weapon Attack: +9 to hit, reach 15 ft., one target. <br>Hit:19 (3d8 + 6) bludgeoning damage.<br>Rock. Ranged Weapon Attack: +9 to hit, range 60/240 ft., one target. <br>Hit:28 (4d10 + 6) bludgeoning damage. If the target is a creature, it must succeed on a DC 17 Strength saving throw or be knocked prone.<br><br>Reaction<br>Rock Catching.If a rock or similar object is hurled at the giant the giant can, with a successful DC 10 Dexterity saving throw, catch the missile and take no bludgeoning damage from it.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Golem; Large construct; unaligned; 17; natural armor; 178; 17d10+85; 30 ft.; 22; 9; 20; 3; 11; 1; ; ; ; poison, psychic, bludgeoning, piercing,  and slashing from nonmagical weapons that aren't  adamantine; charmed, exhaustion, frightened,  paralyzed, petrified, poisoned; darkvision 120 ft., passive Perception 10; understands the languages of its creator but can't  speak; 10; 5,900; ; Multiattack.The golem makes two slam attacks.<br>Slam. Melee Weapon Attack: +10 to hit, reach 5 ft., one target. <br>Hit:19 (3d8 + 6) bludgeoning damage.<br>Slow (Recharge 5-6).The golem targets one or more creatures it can see within 10 feet of it. Each target must make a DC 17 Wisdom saving throw against this magic. On a failed save, a target can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the target can take either an action or a bonus action on its turn, not both. These effects last for 1 minute. A target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.<br>; ; Immutable Form.The golem is immune to any spell or effect that would alter its form.<br>Magic Resistance.The golem has advantage on saving throws against spells and other magical effects.<br>Magic Weapons.The golem's weapon attacks are magical.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Succubus; Medium fiend (shapecahanger); neutral evil; 15; natural; 66; 12d8+12; 30 ft., fly 60 ft.; 8; 17; 13; 15; 12; 20; ; Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7; cold, fire, lightning, poison, bludgeoning, piercing and slashing from nonmagical weapons; ; ; darkvision 60 ft., PP 15; Abyssal, Common, Infernal, telepathy 60 ft.; 4; 1100; ; Claw (Fiend Form Only). Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.<br><br>Charm. One humanoid the fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically charmed for 1 day. The charmed target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal command, it can repeat the saving throw,<br>ending the effect on a success. If the target successfully saves against the effect, or if the effect on it ends, the target is immune to this fiend's Charm for the next 24 hours. The fiend can have only one target charmed at a time. If it charms another, the effect on the previous target ends.<br><br>Draining Kiss. The fiend kisses a creature charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic, taking 32 (5d10 + 5) psychic damage on a failed save, or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect<br>reduces its hit point maximum to 0.<br><br>Etherealness. The fiend magically enters the Ethereal Plane from the Material Plane, or vice versa.; ; Telepathic Bond. The fiend ignores the range restriction on its telepathy when communicating with a creature it has charmed. The two don't even need to be on the same plane of existence.<br><br>Shapechanger. The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm of Insects; Medium swarm of Tiny beasts; unaligned; 12; natural armor; 22; 5d8; 20 ft., climb 20 ft.; 3; 13; 10; 1; 7; 1; ; ; bludgeoning, piercing, slashing; ; charmed, frightened, paralyzed,  petrified, prone, restrained, stunned; blindsight 10 ft., passive Perception 8; ; 1/2; 100; ; Bites. Melee Weapon Attack:+3 to hit, reach 0 ft., one target in the swarm's space. <br>Hit:10 (4d4) piercing damage, or 5 (2d4) piercing damage if the swarm has half of its hit points or fewer.; ; Swarm.The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny insect. The swarm can't regain hit points or gain temporary hit points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm of Quippers; Medium swarm of Tiny beasts; unaligned; 13; ; 28; 8d8-8; 0ft., 40ft.; 13; 16; 9; 1; 7; 2; ; ; bludgeoning, piercing, slashing; ; charmed, frightened, paralyzed, petrified, prone, restrained, stunned; darkvision 60ft., passive Perception 8; --; 1; 200; ; Bites. Melee Weapon Attack: +5 to hit, reach 0 ft ., one creature in the swarm's space. Hit: 14 (4d6) piercing damage, or 7 (2d6) piercing damage if the swarm has half of its hit points or fewer.; ; Blood Frenzy. The swarm has advantage on melee attack rolls against any creature that doesn't have all its hit points.<br><br>Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny quipper. The swarm can't regain hit points or gain temporary hit points.<br><br>Water Breathing. The swarm can breathe on ly underwater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm of Rats; Medium swarm of Tiny beasts; unaligned; 10; ; 24; 7d8-7; 30 ft.; 9; 11; 9; 2; 10; 3; ; ; bludgeoning, piercing, slashing Condition Immunitiescharmed, frightened, paralyzed,  petrified, prone, restrained, stunned; ; ; darkvision 30 ft., passive Perception 10; ; 1/4; 50; ; Bites. Melee Weapon Attack: +2 to hit, reach 0 ft., one target in the swarm's space. <br>Hit:7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.; ; Keen Smell.The swarm has advantage on Wisdom (Perception) checks that rely on smell.<br>Swarm.The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny rat. The swarm can't regain hit points or gain temporary hit points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swarm of Ravens; Medium swarm of Tiny beasts; unaligned; 12; ; 24; 7d8-7; 10 ft., fly 50 ft; 6; 14; 8; 3; 12; 6; ; Perception +5; bludgeoning, piercing, slashing; ; charmed, frightened, paralyzed, petrified, prone, restrained, stunned; PP 15; ; 1/4; 50; ; Beaks. Melee Weapon Attack: +4 to hit, reach 5 ft., one target in the swarm's space. Hit: 7 (2d6) piercing damage, or 3 (1d6) piercing damage if the swarm has half of its hit points or fewer.; ; Swarm. The swarm can occupy another creature's space and vice versa, and the swarm can move through any opening large enough for a Tiny raven. The swarm can't regain hit points or gain temporary hit points.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talis the White; Medium  humanoid  (half-elf); lawful evil; 18; +1 scale mail, shield; 58; 9d8+18; 30 ft.; 14; 12; 14; 10; 16; 16;  Wis +6,  Cha +6; Deception +6,  Insight +6,  Perception +6,  Persuasion +6; ; ; ;  darkvision  60 ft.,  passive  Perception  16 ; Common,  Draconic,  Elvish,  Infernal; 5; 1,800; ; Spear.  Melee  or Ranged Weapon Attack:+5 to  hit,  reach  5 ft. or ranged  20 ft./60 ft.,  one target.  <br>Hit:6  (1d6 +  2)  piercing damage.; ; Special Equipment.Talis  has  +1  scale  mail and  a  wand of winter(see appendix C).<br>Fey Ancestry.Talis  has advantage on  saving throws  against being charmed,  and  magic can't put her to sleep.<br>Spellcasting.Talis is a  9th-level  spellcaster that uses Wisdom as  her spellcasting ability  (spell  save  DC  14, +6 to hit with  spell attacks). Talis  has the following spells prepared from the cleric spell  list:<br>Cantrips (at will): guidance, resistance, thaumaturgy<br>1st level  (4 slots): command, cure  wounds, healing word, inflict wounds<br>2nd level (3 slots): blindness/deafness, lesser restoration, spiritual weapon (spear)<br>3rd  level  (3  slots):  dispel magic,  mass healing word,  sending<br>4th level (3 slots): death ward, freedom  of movement<br>5th level (1 slot): insect plague<br>Winter Strike (3/Day). Once per turn, when Talis hits with  a melee attack,  she can  expend  a  use of this trait to deal  an  extra 9  (2d8)  cold  damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troglodyte; Medium humanoid (troglodyte); chaotic evil; 11; natural armor; 13; 2d8+4; 30 ft.; 14; 10; 14; 6; 10; 6; ; Stealth +2; ; ; ; darkvision 60 ft., passive Perception 10; Troglodyte; 1/4; 50; ; Multiattack.The troglodyte makes three attacks: one with its bite and two with its claws.<br>Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:4 (1d4 + 2) piercing damage.<br>Claw. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit: 4 (1d4 + 2) slashing damage.; ; Chameleon Skin.The troglodyte has advantage on Dexterity (Stealth) checks made to hide.<br>Stench. Any creature other than a troglodyte that starts its turn within 5 feet of the troglodyte must succeed on a DC 12 Constitution saving throw or be poisoned until the start of the creature's next turn. On a successful saving throw, the creature s immune to the stench of all troglodytes for 1 hour.<br>Sunlight Sensitivity. While in sunlight, the troglodyte has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troll; Large giant; chaotic evil; 15; natural armor; 84; 8d10+40; 30 ft.; 18; 13; 20; 7; 9; 7; ; Perception +1; ; ; ; darkvision 60 ft., passive Perception 11; Giant; 5; 1,800; ; Multiattack.The troll makes three attacks: one with its bite and two with its claws.<br>Bite. Melee Weapon Attack:+7 to hit, reach 5 ft., one target. <br>Hit:7 (1d6 + 4) piercing damage.<br>Claw. Melee Weapon Attack:+7 to hit, reach 5 ft., one target. <br>Hit:11 (2d6 + 4) slashing damage.; ; Keen Smell.The troll has advantage on Wisdom (Perception) checks that rely on smell.<br>Regeneration.The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage, this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampire Spawm; Medium undead; neutral evil; 15; natural armor; 82; 11d8+33; 30 ft.; 16; 16; 16; 11; 10; 12; Dex +6, Wis +3; Perception +3, Stealth +6; necrotic, bludgeoning, piercing, and  slashing from nonmagical weapons; ; ; darkvision 60 ft., passive Perception 13; the languages it knew in life; 5; 1,800; ; Multiattack.The vampire makes two attacks, only one of which can be a bite attack.<br>Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. <br>Hit:8 (2d4 + 3) slashing damage. Instead of dealing damage, the vampire can grapple the target (escape DC 13).<br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one willing creature, or a creature that is grappled by the vampire, incapacitated, or restrained. <br>Hit:6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the vampire regains hit points equal to that amount. The reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.; ; Regeneration.The vampire regains 10 hit points at the start of its turn if it has at least 1 hit point and isn't in sunlight or running water. If the vampire takes radiant damage or damage from holy water, this trait doesn't function at the start of the vampire's next turn.<br>Spider Climb.The vampire can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.<br>Vampire Weaknesses.The vampire has the following flaws:<br>Forbiddance.The vampire can't enter a residence without an invitation from one of the occupants.<br>Harmed by Running Water.The vampire takes 20 acid damage when it ends its turn in running water.<br>Stake to the Heart.The vampire is destroyed if a piercing weapon made of wood is driven into its heart while it is incapacitated in its resting place.<br>Sunlight Hypersensitivity.The vampire takes 20 radiant damage when it starts its turn in sunlight. While in sunlight, it has disadvantage on attack rolls and ability checks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
